"Main ID","Incident ID","Incident Type","Region of Incident","Incident Date","Incident Year",Month,"Number of Dead","Minimum Estimated Number of Missing","Total Number of Dead and Missing","Number of Survivors","Number of Females","Number of Males","Number of Children","Country of Origin","Region of Origin","Cause of Death","Country of Incident","Migration Route","Location of Incident",Coordinates,"UNSD Geographical Grouping","Information Source",URL,"Source Quality"
2014.MMP00001,2014.MMP00001,Incident,"North America",2014-01-06,2014,January,1,0,1,,,1,,Guatemala,"Central America","Mixed or unknown","United States of America","US-Mexico border crossing","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","31.650259, -110.366453","Northern America","Pima County Office of the Medical Examiner (PCOME)",http://humaneborders.info/,5
2014.MMP00002,2014.MMP00002,Incident,"North America",2014-01-12,2014,January,1,0,1,,1,,,Unknown,"Latin America / Caribbean (P)","Mixed or unknown","United States of America","US-Mexico border crossing","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","31.59713, -111.73756","Northern America","Pima County Office of the Medical Examiner (PCOME)",,5
2014.MMP00003,2014.MMP00003,Incident,"North America",2014-01-14,2014,January,1,0,1,,,1,,Unknown,"Latin America / Caribbean (P)","Mixed or unknown","United States of America","US-Mexico border crossing","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","31.94026, -113.01125","Northern America","Pima County Office of the Medical Examiner (PCOME)",,5
2014.MMP00004,2014.MMP00004,Incident,"North America",2014-01-16,2014,January,1,0,1,,,1,,Mexico,"Central America",Violence,"United States of America","US-Mexico border crossing","near Douglas, Arizona, USA","31.506777, -109.315632","Northern America","Ministry of Foreign Affairs Mexico, Pima County Office of the Medical Examiner (PCOME)",http://bit.ly/1qfIw00,5
2014.MMP00005,2014.MMP00005,Incident,Europe,2014-01-16,2014,January,1,0,1,2,,1,,Sudan,"Northern Africa","Harsh environmental conditions / lack of adequate shelter, food, water","Russian Federation",,"Border between Russia and Estonia","59.1551, 28","Northern Europe","EUBusiness (Agence France-Presse)",http://bit.ly/1rTFTjR,1
2014.MMP00006,2014.MMP00006,Incident,"North America",2014-01-17,2014,January,1,0,1,,,1,,Unknown,"Latin America / Caribbean (P)","Mixed or unknown","United States of America","US-Mexico border crossing","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","32.45435, -113.18402","Northern America","Pima County Office of the Medical Examiner (PCOME)",,5
2014.MMP00007,2014.MMP00007,Incident,Mediterranean,2014-01-19,2014,January,12,0,12,,9,,3,Afghanistan,Unknown,Drowning,Greece,"Eastern Mediterranean","Waters near Greece while being towed back to Turkey","37.2832, 27",Uncategorized,"European Council on Refugees and Exiles",http://bit.ly/2aMCwfg,5
2014.MMP00008,2014.MMP00008,Incident,"North America",2014-01-22,2014,January,1,0,1,,,1,,Unknown,"Latin America / Caribbean (P)","Mixed or unknown","United States of America","US-Mexico border crossing","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","32.478317, -113.182833","Northern America","Pima County Office of the Medical Examiner (PCOME)",,5
2014.MMP00009,2014.MMP00009,Incident,"North America",2014-01-24,2014,January,1,0,1,,,1,,Unknown,"Latin America / Caribbean (P)","Mixed or unknown","United States of America","US-Mexico border crossing","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","31.81154, -111.01101","Northern America","Pima County Office of the Medical Examiner (PCOME)",,5
2014.MMP00010,2014.MMP00010,Incident,"North America",2014-01-24,2014,January,1,0,1,,,1,,Unknown,"Latin America / Caribbean (P)","Mixed or unknown","United States of America","US-Mexico border crossing","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","32.174017, -112.174583","Northern America","Pima County Office of the Medical Examiner (PCOME)",,5
2014.MMP00011,2014.MMP00011,Incident,"North America",2014-01-25,2014,January,1,0,1,,,1,,Mexico,"Central America","Mixed or unknown","United States of America","US-Mexico border crossing","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","32.40291, -113.02935","Northern America","Pima County Office of the Medical Examiner (PCOME)",,5
2014.MMP00012,2014.MMP00012,Incident,"North America",2014-01-28,2014,January,1,0,1,,,1,,Unknown,"Latin America / Caribbean (P)","Mixed or unknown","United States of America","US-Mexico border crossing","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","32.159, -112.919","Northern America","Pima County Office of the Medical Examiner (PCOME)",,5
2014.MMP00013,2014.MMP00013,Incident,"North America",2014-01-29,2014,January,1,0,1,,1,,,Unknown,"Latin America / Caribbean (P)","Mixed or unknown","United States of America","US-Mexico border crossing","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","32.481483, -111.654933","Northern America","Pima County Office of the Medical Examiner (PCOME)",,5
2014.MMP00014,2014.MMP00014,Incident,"North America",2014-01-29,2014,January,1,0,1,,1,,,Unknown,"Latin America / Caribbean (P)","Mixed or unknown","United States of America","US-Mexico border crossing","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","32.481683, -111.654933","Northern America","Pima County Office of the Medical Examiner (PCOME)",,5
2014.MMP00015,2014.MMP00015,Incident,Europe,2014-01-30,2014,January,1,0,1,2,,1,1,"Iran (Islamic Republic of)","Southern Asia","Vehicle accident / death linked to hazardous transport",France,"Mainland Europe to the UK","A16 motorway, near Calais, France","50.9355, 1.87866","Western Europe","Calais Migrant Solidarity, Calais Border Monitoring, RTL",http://bit.ly/1icTIF9,4
2014.MMP00016,2014.MMP00016,Incident,Caribbean,2014-01-30,2014,January,1,0,1,,,1,1,Haiti,Caribbean,Drowning,"United States of America","Caribbean to US","Off the coast of Fort Lauderdale, Florida","26.116, -80",Caribbean,Local10.com,http://bit.ly/1zU2LSq,1
2014.MMP00017,2014.MMP00017,"Cumulative Incident","South-eastern Asia",2014-02-02,2014,February,5,0,5,500,,5,,Myanmar,"South-eastern Asia","Sickness / lack of access to adequate healthcare",Thailand,,"Hat Yai hospital, 182 Ratthakan, Hat Yai, Hat Yai District, Songkhla 90110","7.0167471, 100.4674982","South-eastern Asia","Manager Online",https://archive.vn/fHipt,1
2014.MMP00018,2014.MMP00018,Incident,Mediterranean,2014-02-06,2014,February,15,0,15,0,,1,,Cameroon,Unknown,Violence,Spain,"Western Mediterranean","Ceuta waters","35.8793, -5",Uncategorized,L'Espresso,http://bit.ly/U4b8wu,1
2014.MMP00019,2014.MMP00019,Incident,"North America",2014-02-11,2014,February,1,0,1,,,1,,Unknown,"Latin America / Caribbean (P)","Mixed or unknown","United States of America","US-Mexico border crossing","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","31.8054, -111.854867","Northern America","Pima County Office of the Medical Examiner (PCOME)",,5
2014.MMP00020,2014.MMP00020,Incident,"North America",2014-02-16,2014,February,1,0,1,,,1,,Unknown,"Latin America / Caribbean (P)","Mixed or unknown","United States of America","US-Mexico border crossing","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","31.992833, -111.385833","Northern America","Pima County Office of the Medical Examiner (PCOME)",,5
2014.MMP00021,2014.MMP00021,Incident,"North America",2014-02-16,2014,February,1,0,1,,,1,,Unknown,"Latin America / Caribbean (P)","Mixed or unknown","United States of America","US-Mexico border crossing","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","32.17305, -112.20211","Northern America","Pima County Office of the Medical Examiner (PCOME)",,5
2014.MMP00022,2014.MMP00022,Incident,Mediterranean,2014-02-17,2014,February,2,0,2,121,,2,,Somalia,"Eastern Africa","Mixed or unknown",Italy,"Central Mediterranean","Italy waters","34.5645, 16",Uncategorized,"Malta Today",http://bit.ly/V7JIqE,1
2014.MMP00023,2014.MMP00023,Incident,"North America",2014-02-17,2014,February,1,0,1,,,,,Unknown,"Latin America / Caribbean (P)","Mixed or unknown","United States of America","US-Mexico border crossing","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","32.00768, -112.1726","Northern America","Pima County Office of the Medical Examiner (PCOME)",,5
2014.MMP00024,2014.MMP00024,Incident,"North America",2014-02-18,2014,February,1,0,1,2,,1,,Mexico,"Central America",Violence,"United States of America","US-Mexico border crossing","Unspecified location on Otay Mountain, California-Mexico border near San Diego, San Diego County, California, USA 92154","32.587899, -116.850999","Northern America","CNN, San Diego County Medical Examiner's Office (SDCMEO)",http://cnn.it/1jGgOUo,5
2014.MMP00025,2014.MMP00025,Incident,Caribbean,2014-02-20,2014,February,8,0,8,0,,,,Haiti,Caribbean,Drowning,"Dominican Republic","Haiti to Dominican Republic","Dominican Republic","18.4505, -68",Caribbean,AP,http://bit.ly/1sWDTeE,1
2014.MMP00026,2014.MMP00026,Incident,"North America",2014-02-20,2014,February,1,0,1,,,1,,Unknown,"Latin America / Caribbean (P)","Mixed or unknown","United States of America","US-Mexico border crossing","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","31.82214, -111.96383","Northern America","Pima County Office of the Medical Examiner (PCOME)",,5
2014.MMP00027,2014.MMP00027,Incident,"North America",2014-02-21,2014,February,1,0,1,,,1,,Unknown,"Latin America / Caribbean (P)","Mixed or unknown","United States of America","US-Mexico border crossing","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","32.08795, -112.58407","Northern America","Pima County Office of the Medical Examiner (PCOME)",,5
2014.MMP00028,2014.MMP00028,Incident,"North America",2014-02-25,2014,February,1,0,1,,,1,,Unknown,"Latin America / Caribbean (P)","Mixed or unknown","United States of America","US-Mexico border crossing","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","32.0885, -112.44956","Northern America","Pima County Office of the Medical Examiner (PCOME)",,5
2014.MMP00029,2014.MMP00029,Incident,"Southern Asia",2014-02-26,2014,February,1,0,1,0,,1,,Bangladesh,"Southern Asia",Violence,India,,India,"25.1841, 89","Southern Asia","The Daily Star",http://bit.ly/1vs5kco,1
2014.MMP00030,2014.MMP00030,Incident,"Eastern Africa",2014-02-26,2014,February,11,6,17,0,,,,Ethiopia,"Eastern Africa",Drowning,Djibouti,"Eastern Route to/from EHOA","Gulf of Aden off the coast of Djibouti - EHOA-Yemen crossing","20.2802, 39",Uncategorized,IOM,http://bit.ly/1pTfmSe,4
2014.MMP00031,2014.MMP00031,Incident,Mediterranean,2014-02-27,2014,February,7,0,7,,,,,Somalia,"Eastern Africa",Violence,Libya,"Central Mediterranean","Libyan Coast","33.1597, 15",Uncategorized,"Libya herald",http://bit.ly/1lvR4Ka,1
2014.MMP00032,2014.MMP00032,Incident,"North America",2014-03-04,2014,March,1,0,1,,1,,,Guatemala,"Central America","Harsh environmental conditions / lack of adequate shelter, food, water","United States of America","US-Mexico border crossing","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","31.759, -110.51916","Northern America","Pima County Office of the Medical Examiner (PCOME)",http://humaneborders.info/,5
2014.MMP00033,2014.MMP00033,Incident,Europe,2014-03-09,2014,March,1,0,1,0,,1,,Albania,Europe,Violence,France,"Mainland Europe to the UK","A16 motorway, Between Boulogne-sur-Mer and Calais, France","50.9365, 1.85566","Western Europe","La Voix du Nord, Daily Mail UK, Calais Border Monitoring",https://archive.vn/USuIs,4
2014.MMP00034,2014.MMP00034,Incident,"South-eastern Asia",2014-03-09,2014,March,5,0,5,4,2,3,,Cambodia,"Southern Asia","Vehicle accident / death linked to hazardous transport",Thailand,,"Bypass Road, Moo 7, Bang Phra subdistrict, Sri Racha district, Chonburi province, Thailand","13.2353642, 101","South-eastern Asia","Manager Online, INN News, Khomchudluek",https://archive.vn/d2PId,3
2014.MMP00035,2014.MMP00035,Incident,"South-eastern Asia",2014-03-09,2014,March,2,0,2,10,,2,,Myanmar,"Southern Asia","Vehicle accident / death linked to hazardous transport",Thailand,,"Moo 13, 38th km of the 4006 Langsuan-Pato Road, Pato district, Chumphon province, Thailand","9.96833, 99","South-eastern Asia","INN News, Manager Online, Daily News",https://archive.vn/rni6s,3
2014.MMP00036,2014.MMP00036,Incident,"Central America",2014-03-11,2014,March,1,0,1,,1,,1,Ecuador,"South America",Violence,Mexico,"US-Mexico border crossing","Río Bravo, Ciudad Juarez, Chihuahua, Mexico","31.6904, -106.425","Central America","New York Times",http://nyti.ms/1k00Xlq,1
2014.MMP00037,2014.MMP00037,Incident,"Eastern Africa",2014-03-09,2014,March,2,42,44,33,1,,4,Somalia,"Eastern Africa",Drowning,Somalia,"Eastern Route to/from EHOA","Gulf of Aden off the coast of Somalia - EHOA-Yemen crossing","12.5331, 48",Uncategorized,UNHCR,http://bit.ly/1gmKS4K,4
2014.MMP00038,2014.MMP00038,Incident,Europe,2014-03-12,2014,March,1,0,1,0,,1,,Ethiopia,"Eastern Africa","Vehicle accident / death linked to hazardous transport",France,"Mainland Europe to the UK","A26 motorway, near Béthune, Pas-de-Calais, France","50.9686, 1.8675","Western Europe","France Info, Daily Mail UK, Calais Border Monitoring",http://dailym.ai/1iYPbax,4
2014.MMP00039,2014.MMP00039,Incident,"North America",2014-03-13,2014,March,1,0,1,,,,,"El Salvador","Central America","Mixed or unknown","United States of America","US-Mexico border crossing","King Ranch, Brooks County, Texas, USA","26.811203, -97.748199","Northern America","Operation Identification, University of Texas",,5
2014.MMP00040,2014.MMP00040,Incident,Europe,2014-03-14,2014,March,1,0,1,0,,1,,Ethiopia,"Eastern Africa","Mixed or unknown",France,"Mainland Europe to the UK","Body found at Batellerie dock, Calais, France - English Channel crossing","51.01037, 2.08896","Western Europe","Daily Mail UK, Calais Border Monitoring",http://dailym.ai/1iYPbax,4
2014.MMP00041,2014.MMP00041,Incident,Europe,2014-03-15,2014,March,1,0,1,2,,1,,Ethiopia,"Eastern Africa","Vehicle accident / death linked to hazardous transport",France,"Mainland Europe to the UK","Body found in transporter in Calais, France","50.9688, 1.87368","Western Europe","Daily Mail UK, Calais Border Monitoring",http://dailym.ai/1iYPbax,4
2014.MMP00042,2014.MMP00042,Incident,"North America",2014-03-15,2014,March,1,0,1,,,1,,Unknown,"Latin America / Caribbean (P)","Harsh environmental conditions / lack of adequate shelter, food, water","United States of America","US-Mexico border crossing","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","31.789033, -112.114583","Northern America","Pima County Office of the Medical Examiner (PCOME)",,5
2014.MMP00043,2014.MMP00043,Incident,"North America",2014-03-15,2014,March,1,0,1,,,1,,Unknown,"Latin America / Caribbean (P)","Mixed or unknown","United States of America","US-Mexico border crossing","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","32.1386, -112.326","Northern America","Pima County Office of the Medical Examiner (PCOME)",,5
2014.MMP00044,2014.MMP00044,Incident,Mediterranean,2014-03-17,2014,March,1,0,1,,,,,Unknown,Unknown,"Vehicle accident / death linked to hazardous transport",Libya,"Central Mediterranean",Mediterranean,"34.9797, 13",Uncategorized,"Global post",http://bit.ly/1lOxCNv,1
2014.MMP00045,2014.MMP00045,Incident,Mediterranean,2014-03-18,2014,March,7,2,9,8,1,1,1,"Syrian Arab Republic","Western Asia",Drowning,Greece,"Eastern Mediterranean","Waters near Lesvos, Greece","39.398814, 26",Uncategorized,"The Guardian",http://bit.ly/1qfMlCm,1
2014.MMP00046,2014.MMP00046,Incident,"Middle Africa",2014-03-22,2014,March,251,0,251,50,,,,Congo,"Middle Africa",Drowning,"Democratic Republic of the Congo",,"Lake Albert, Uganda/DRC","1.63236, 31","Middle Africa","BBC (UNHCR)",http://bbc.in/1iRb5A9,1
2014.MMP00047,2014.MMP00047,Incident,"North America",2014-03-23,2014,March,1,0,1,,,1,,Unknown,"Latin America / Caribbean (P)","Mixed or unknown","United States of America","US-Mexico border crossing","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","31.558, -111.183","Northern America","Pima County Office of the Medical Examiner (PCOME)",,5
2014.MMP00048,2014.MMP00048,Incident,"North America",2014-03-26,2014,March,1,0,1,,,,,Unknown,"Latin America / Caribbean (P)","Mixed or unknown","United States of America","US-Mexico border crossing","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","31.94755, -112.06415","Northern America","Pima County Office of the Medical Examiner (PCOME)",,5
2014.MMP00049,2014.MMP00049,Incident,"North America",2014-03-26,2014,March,1,0,1,,,,,Unknown,"Latin America / Caribbean (P)","Mixed or unknown","United States of America","US-Mexico border crossing","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","31.85666, -111.62433","Northern America","Pima County Office of the Medical Examiner (PCOME)",,5
2014.MMP00050,2014.MMP00050,Incident,"Central America",2014-03-26,2014,March,1,0,1,,1,,,Guatemala,"Central America","Vehicle accident / death linked to hazardous transport",Mexico,,"Comitan, Chiapas, Mexico","16.2299602, -92","Central America","El Siglo de Torreon",http://bit.ly/1WIuqEs,1
2014.MMP00051,2014.MMP00051,Incident,"North America",2014-03-30,2014,March,1,0,1,,1,,,Unknown,"Latin America / Caribbean (P)","Mixed or unknown","United States of America","US-Mexico border crossing","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","31.688867, -111.862733","Northern America","Pima County Office of the Medical Examiner (PCOME)",,5
2014.MMP00052,2014.MMP00052,Incident,"North America",2014-03-30,2014,March,1,0,1,,,1,,Unknown,"Latin America / Caribbean (P)","Mixed or unknown","United States of America","US-Mexico border crossing","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","32.3085, -111.7528","Northern America","Pima County Office of the Medical Examiner (PCOME)",,5
2014.MMP00053,2014.MMP00053,Incident,"North America",2014-03-30,2014,March,1,0,1,,,1,,"El Salvador","Central America","Accidental death","United States of America","US-Mexico border crossing","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","31.33271, -110.93813","Northern America","Nogales International and Pima County Office of the Medical Examiner (PCOME)",http://bit.ly/1grVlvz,5
2014.MMP00054,2014.MMP00054,Incident,"North America",2014-04-02,2014,April,1,0,1,,,1,,Mexico,"Central America","Mixed or unknown","United States of America","US-Mexico border crossing","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","31.354017, -110.989383","Northern America","Pima County Office of the Medical Examiner (PCOME)",,5
2014.MMP00055,2014.MMP00055,Incident,"Eastern Africa",2014-04-09,2014,April,17,0,17,0,,,,Zimbabwe,"Eastern Africa",Drowning,Zimbabwe,"Route to Southern Africa","Limpopo River, Zimbabwe","-23.8148, 32","Eastern Africa",AllAfrica,http://bit.ly/1z57Bim,1
2014.MMP00056,2014.MMP00056,Incident,Mediterranean,2014-04-09,2014,April,1,0,1,661,,,,Unknown,Unknown,"Mixed or unknown",Italy,"Central Mediterranean","Italy waters","35.1092, 14",Uncategorized,"Deutsche Welle",http://bit.ly/1okLaA1,1
2014.MMP00057,2014.MMP00057,Incident,"North America",2014-04-10,2014,April,1,0,1,,,1,,Unknown,"Latin America / Caribbean (P)","Mixed or unknown","United States of America","US-Mexico border crossing","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","32.03171, -112.42503","Northern America","Pima County Office of the Medical Examiner (PCOME)",,5
2014.MMP00058,2014.MMP00058,Incident,"North America",2014-04-10,2014,April,1,0,1,,,1,,Unknown,"Latin America / Caribbean (P)","Mixed or unknown","United States of America","US-Mexico border crossing","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","31.836217, -111.9419","Northern America","Pima County Office of the Medical Examiner (PCOME)",,5
2014.MMP00059,2014.MMP00059,Incident,"North America",2014-04-14,2014,April,1,0,1,,,1,,Unknown,"Latin America / Caribbean (P)","Mixed or unknown","United States of America","US-Mexico border crossing","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","32.12865, -111.330983","Northern America","Pima County Office of the Medical Examiner (PCOME)",,5
2014.MMP00060,2014.MMP00060,Incident,"North America",2014-04-14,2014,April,1,0,1,,,,,Unknown,"Latin America / Caribbean (P)","Mixed or unknown","United States of America","US-Mexico border crossing","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","32.178733, -112.5039","Northern America","Pima County Office of the Medical Examiner (PCOME)",,5
2014.MMP00061,2014.MMP00061,Incident,"North America",2014-04-14,2014,April,1,0,1,,,,,Unknown,"Latin America / Caribbean (P)","Mixed or unknown","United States of America","US-Mexico border crossing","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","32.09045, -112.246033","Northern America","Pima County Office of the Medical Examiner (PCOME)",,5
2014.MMP00062,"2014.MMP0006265,2014.MMP0006266,2014.MMP0006267,2014.MMP0006268","Split Incident","Northern Africa",2014-04-14,2014,April,10,0,10,309,,,,"Eritrea,Ethiopia,Sudan,Unknown","Eastern Africa,Northern Africa,Unknown","Harsh environmental conditions / lack of adequate shelter, food, water",Sudan,"Sahara Desert crossing","Sudanese-Libyan desert","23.3112, 22","Northern Africa","Agence France Presse",http://reliefweb.int/report/sudan/10-migrants-die-hundreds-rescued-sudan-libya-desert,1
2014.MMP00063,2014.MMP00063,Incident,Mediterranean,2014-04-16,2014,April,8,1,9,5,2,,1,"Syrian Arab Republic","Western Asia",Drowning,Türkiye,"Eastern Mediterranean","Türkiye waters - en route to Greece","38.669208, 27",Uncategorized,,http://bit.ly/1qfNEkE,1
2014.MMP00064,2014.MMP00064,Incident,"Central America",2014-04-17,2014,April,4,0,4,3,,,,"Honduras,Mexico","Central America",Violence,Mexico,,"On la Bestia, near Arriaga, Chiapas, Mexico","16.242196, -94","Central America","Soy 502",http://bit.ly/29FBuh6,1
2014.MMP00066,2014.MMP00066,Incident,"North America",2014-04-18,2014,April,1,0,1,,,1,,Unknown,"Latin America / Caribbean (P)","Mixed or unknown","United States of America","US-Mexico border crossing","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","32.1886, -113.0037","Northern America","Pima County Office of the Medical Examiner (PCOME)",,5
2014.MMP00067,2014.MMP00067,Incident,"Eastern Asia",2014-04-21,2014,April,5,0,5,,,,,China,"Eastern Asia",Violence,China,,"Border China/Vietnam","21.5928, 107","Eastern Asia","New York Times",http://nyti.ms/1kzuP6j,1
2014.MMP00068,2014.MMP00068,Incident,"North America",2014-04-23,2014,April,1,0,1,,,1,,Unknown,"Latin America / Caribbean (P)","Mixed or unknown","United States of America","US-Mexico border crossing","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","32.1833, -112.9961","Northern America","Pima County Office of the Medical Examiner (PCOME)",,5
2014.MMP00069,2014.MMP00069,Incident,"South-eastern Asia",2014-04-25,2014,April,7,0,7,7,2,5,,Cambodia,"South-eastern Asia","Vehicle accident / death linked to hazardous transport",Thailand,,"344 Road, 39-40th km, Nong Sue Chang subdistrict, Nong Yai district, Chonburi province, Thailand","13.3493133, 101","South-eastern Asia","Naewna, Post Today, Daily News, Manager Online",https://archive.vn/FobuQ,3
2014.MMP00070,2014.MMP00070,Incident,"North America",2014-04-27,2014,April,1,0,1,,,1,,Mexico,"Central America",Violence,"United States of America","US-Mexico border crossing","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","31.99887, -110.862595","Northern America","Pima County Office of the Medical Examiner (PCOME)",,5
2014.MMP00071,2014.MMP00071,Incident,"North America",2014-04-27,2014,April,1,0,1,,,1,,Mexico,"Central America","Harsh environmental conditions / lack of adequate shelter, food, water","United States of America","US-Mexico border crossing","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","31.467633, -110.793333","Northern America","Pima County Office of the Medical Examiner (PCOME)",,5
2014.MMP00072,2014.MMP00072,Incident,Mediterranean,2014-04-30,2014,April,,40,40,1,,,,Somalia,"Eastern Africa",Drowning,Libya,"Central Mediterranean","Coast of Libya","34.3706, 14",Uncategorized,"Relief Web",http://bit.ly/1okLiQ5,1
2014.MMP00073,2014.MMP00073,Incident,"North America",2014-04-30,2014,April,1,0,1,,,1,,Unknown,"Latin America / Caribbean (P)","Mixed or unknown","United States of America","US-Mexico border crossing","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","31.59867, -111.43782","Northern America","Pima County Office of the Medical Examiner (PCOME)",,5
2014.MMP00074,2014.MMP00074,Incident,Caribbean,2014-05-01,2014,May,6,3,9,16,,,,Unknown,Caribbean,Drowning,"Dominican Republic",,"Dominican Republic, near Boca Chica and Juan Dolio","18.3079, -70",Caribbean,"Dominican Today",http://bit.ly/1pGZg2g,1
2014.MMP00075,2014.MMP00075,Incident,"North America",2014-05-01,2014,May,1,0,1,,,1,,Unknown,"Latin America / Caribbean (P)","Mixed or unknown","United States of America","US-Mexico border crossing","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","31.58023, -111.79283","Northern America","Pima County Office of the Medical Examiner (PCOME)",,5
2014.MMP00076,2014.MMP00076,Incident,Mediterranean,2014-05-02,2014,May,4,0,4,80,,,,"Eritrea,Ethiopia,Somalia","Eastern Africa",Drowning,Libya,"Central Mediterranean","Coast of Libya","33.1045, 14",Uncategorized,"Relief Web",http://bit.ly/1okLiQ5,1
2014.MMP00077,2014.MMP00077,Incident,Europe,2014-05-07,2014,May,1,0,1,,,1,1,Eritrea,"Eastern Africa","Vehicle accident / death linked to hazardous transport",France,"Mainland Europe to the UK","A16 motorway, near Condette, France","50.9513, 1.85869","Western Europe","Calais Migrant Solidarity, La Voix du Nord, Calais Border Monitoring",http://bit.ly/1nMFzWd,4
2014.MMP00078,2014.MMP00078,Incident,Mediterranean,2014-05-05,2014,May,22,7,29,36,,,,Unknown,Unknown,Drowning,Greece,"Eastern Mediterranean","Waters near Greece","37.848433, 27",Uncategorized,BBC,http://bbc.in/1saJIBD,1
2014.MMP00079,2014.MMP00079,Incident,"North America",2014-05-06,2014,May,1,0,1,,,1,,Unknown,"Latin America / Caribbean (P)","Mixed or unknown","United States of America","US-Mexico border crossing","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","32.12555, -112.868","Northern America","Pima County Office of the Medical Examiner (PCOME)",,5
2014.MMP00080,2014.MMP00080,Incident,Mediterranean,2014-05-06,2014,May,44,33,77,53,,,,Unknown,"Sub-Saharan Africa (P)",Drowning,Libya,"Central Mediterranean","Coast of Libya","32.6801, 16",Uncategorized,"Relief Web/UNHCR",http://bit.ly/1okLiQ5,4
2014.MMP00081,2014.MMP00081,Incident,Mediterranean,2014-05-07,2014,May,1,0,1,,,1,,Eritrea,"Eastern Africa","Mixed or unknown",Libya,"Central Mediterranean","Mediterranean waters","35.8196, 12",Uncategorized,"ANSA Med",http://bit.ly/1iVme2J,1
2014.MMP00082,2014.MMP00082,Incident,"North America",2014-05-08,2014,May,1,0,1,,,1,,Unknown,"Latin America / Caribbean (P)","Mixed or unknown","United States of America","US-Mexico border crossing","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","31.75233, -111.97016","Northern America","Pima County Office of the Medical Examiner (PCOME)",,5
2014.MMP00083,2014.MMP00083,Incident,"South-eastern Asia",2014-05-08,2014,May,1,0,1,17,,,,Myanmar,"South-eastern Asia","Vehicle accident / death linked to hazardous transport",Thailand,,"Petchkasem road, Tamtua subdistrict, Takua Pa district, Phang Nga province, Thailand","8.855529, 98","South-eastern Asia","Sanook, Manager Online, Thairath Online",https://archive.vn/Zcj86,3
